RowNumber,CustomerId,First Name,Second Name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,HasCrCard
8272,15815645,Imran ,Syamsul,481,Selangor,Male,37,8,152303.66,2,1,175082.2,1
8273,15705739,Ramli ,Ghani ,753,Selangor,Male,32,5,159904.79,1,0,148811.14,1
8274,15709643,Syamsul,Khairul,675,Kelantan,Male,32,1,0,3,0,85901.09,1
8275,15669805,Elsa,Ella,748,Kelantan,Female,31,1,99557.94,1,0,199255.32,1
8276,15737489,Tia,Ella,610,Pahang,Female,46,5,116886.59,1,0,107973.44,0
8277,15775131,Amin,Daniel,580,Johor,Male,32,9,142188.2,2,1,128028.6,0
8278,15765283,Zainab,Ella,624,Kelantan,Female,40,3,149961.99,2,0,104610.86,1
8279,15628715,Salma,Nisha,709,Kelantan,Female,36,8,0,2,1,69676.55,1
8280,15813283,Hawa,Zainab,605,Kelantan,Female,34,2,0,1,0,35982.42,0
8281,15745716,Jamil ,Lutfi ,706,Pahang,Male,53,7,0,2,1,117939.17,0
8282,15598485,Amin,Tariq ,567,Pahang,Male,40,8,28649.64,1,1,95140.62,1
8283,15696552,Rose,Mila,747,Johor,Female,21,4,81025.6,2,0,167682.57,1
8284,15754569,Zaid,Khairul,664,Selangor,Male,57,1,0,2,1,56562.57,1
8285,15701741,Latifa,Fiza,711,Johor,Female,39,3,152462.79,1,0,90305.97,1
8286,15572631,Imran ,Zaid,609,Selangor,Male,25,10,0,1,1,109895.16,0
8287,15636069,Tariq ,Tariq ,632,Selangor,Male,28,7,155519.59,1,0,1843.24,1
8288,15682467,Dwi,Zara,725,Selangor,Female,36,1,118851.05,1,1,102747.02,1
8289,15790744,Dania,Ella,850,Kelantan,Female,34,9,92899.27,2,0,97465.89,1
8290,15625023,Khairul,Rafi,682,Kelantan,Male,40,4,0,1,1,105352.55,0
8291,15731267,Amin,Amri,797,Selangor,Male,37,4,75263.7,1,0,85801.77,1
8292,15742879,Umar ,Fauzi ,668,Selangor,Male,38,1,147904.31,1,1,69370.05,1
8293,15757015,Ella,Latifa,783,Kelantan,Female,41,5,106640.5,1,0,176945.96,1
8294,15770711,Tia,Dwi,766,Pahang,Female,28,4,90696.78,1,1,21597.2,0
8295,15569430,Zainab,Salma,704,Johor,Female,36,2,175509.8,2,0,152039.67,1
8296,15617304,Syamsul,Fauzi ,722,Johor,Male,40,6,0,2,1,111893.09,1
8297,15704466,Hiza,Lela,692,Kelantan,Female,34,7,0,2,0,195074.62,1
8298,15664681,Hawa,Bella,584,Johor,Female,35,2,114321.28,2,0,15959.01,0
8299,15605534,Samima,Mila,644,Pahang,Female,51,4,95560.04,1,0,72628.84,0
8300,15792473,Dania,Nisha,598,Pahang,Female,50,5,88379.81,3,1,64157.24,0
8301,15802625,Syamsul,Hasan ,733,Kelantan,Male,48,7,85915.52,1,1,23860.5,1
8302,15766017,Zaid,Syamsul,615,Kelantan,Male,58,3,72309.3,1,1,85687.09,1
8303,15762172,Dania,Lela,850,Kelantan,Female,39,2,0,2,0,179451.42,1
8304,15728333,Zaid,Zaid,521,Johor,Male,43,8,0,1,1,93180.09,1
8305,15792868,Khairul,Syamsul,675,Kelantan,Male,69,1,0,2,0,157097.09,1
8306,15605698,Daniel,Ramzi ,746,Kelantan,Male,58,3,0,3,1,80344.96,1
8307,15777060,Mila,Ella,770,Selangor,Female,33,4,0,1,0,26080.54,1
8308,15626243,Syamsul,Umar ,618,Johor,Male,30,3,133844.22,1,1,31406.93,1
8309,15719898,Ramli ,Daud ,556,Pahang,Male,36,7,154872.08,2,1,32044.64,1
8310,15599976,Dania,Latifa,749,Kelantan,Female,27,9,0,2,0,132734.87,1
8311,15752809,Hasan ,Khairul,702,Kelantan,Male,43,6,116121.67,1,0,61602.42,1
8312,15589698,Ghani ,Ramli ,555,Johor,Male,42,6,107104.5,1,1,41304.44,1
8313,15609977,Daniel,Syamsul,587,Johor,Male,47,6,71026.77,1,0,57962.41,1
8314,15750121,Lutfi ,Daud ,639,Selangor,Male,38,3,0,1,0,42862.82,1
8315,15734177,Tariq ,Hasan ,643,Selangor,Male,33,4,0,2,1,152992.04,1
8316,15781347,Tia,Ella,600,Kelantan,Female,41,1,0,2,1,91193.65,1
8317,15592025,Rafi,Abu,651,Johor,Male,53,7,0,2,1,130132.41,1
8318,15670163,Lela,Latifa,666,Johor,Female,27,4,0,2,0,88751.45,0
8319,15765402,Asha ,Hiza,520,Kelantan,Female,39,6,145644.05,1,0,104118.93,0
8320,15624343,Tia,Dwi,650,Johor,Female,50,7,129667.77,1,0,42028.16,0
8321,15602354,Syamsul,Amri,564,Johor,Male,33,3,109341.87,1,0,75632.78,1
8322,15579183,Khairul,Fauzi ,586,Pahang,Male,64,1,0,2,1,53710.23,1
8323,15584899,Nisha,Jolie,617,Selangor,Female,35,5,0,2,1,13066.3,0
8324,15723658,Lela,Jolie,712,Selangor,Female,30,6,0,2,0,152417.97,1
8325,15803965,Zaid,Tariq ,654,Pahang,Male,55,3,87485.67,1,1,3299.01,1
8326,15682489,Imran ,Amri,605,Johor,Male,27,9,0,2,0,198091.81,1
8327,15813645,Hiza,Asha ,491,Kelantan,Female,36,0,53369.13,1,1,103934.12,1
8328,15766787,Zainab,Elsa,707,Johor,Female,35,9,0,2,1,70403.65,1
8329,15687171,Ramli ,Rafi,638,Selangor,Male,34,5,146679.77,1,0,102179.86,1
8330,15690744,Rafi,Syamsul,683,Kelantan,Male,43,2,112499.42,2,0,30375.18,1
8331,15707974,Salma,Salma,815,Johor,Female,38,2,48387,1,0,184796.84,1
8332,15673084,Hasan ,Sadiq ,645,Pahang,Male,38,1,68079.8,1,1,166264.89,0
8333,15814772,Umar ,Imran ,645,Pahang,Male,49,4,160133.88,1,1,88391.97,0
8334,15743709,Fauzi ,Umar ,683,Kelantan,Male,30,4,66190.33,1,1,115186.97,1
8335,15610343,Zara,Mila,705,Pahang,Female,37,10,0,2,1,13935.53,1
8336,15737414,Syamsul,Amri,647,Pahang,Male,35,4,123761.68,1,0,83910.4,1
8337,15788480,Dwi,Samima,786,Johor,Female,33,0,122325.58,1,0,34712.34,0
8338,15568519,Hasan ,Umar ,534,Johor,Male,41,9,0,2,0,13871.34,1
8339,15792453,Rose,Salma,602,Pahang,Female,42,1,138912.17,1,1,139494.75,1
8340,15658100,Tia,Salma,695,Pahang,Female,42,0,0,2,1,140724.64,0
8341,15695197,Latifa,Asha ,553,Pahang,Female,25,7,128524.19,2,0,20682.46,1
8342,15749807,Fiza,Asha ,516,Pahang,Female,31,3,0,2,0,124202.26,1
8343,15773876,Zara,Latifa,655,Selangor,Female,34,3,0,2,0,159638.77,1
8344,15591698,Ella,Jolie,849,Selangor,Female,49,9,132934.89,1,0,171056.65,1
8345,15712813,Daniel,Zaid,520,Kelantan,Male,43,3,150805.17,3,1,25333.03,0
8346,15763898,Zara,Latifa,568,Selangor,Female,46,3,0,2,1,29372.62,1
8347,15793324,Daniel,Fauzi ,695,Pahang,Male,32,9,0,3,1,38533.79,0
8348,15757759,Dania,Hiza,807,Selangor,Female,28,7,165969.26,3,0,156122.13,1
8349,15796230,Ella,Zainab,642,Johor,Female,36,2,124495.98,3,1,57904.22,1
8350,15611729,Ramzi ,Lutfi ,703,Kelantan,Male,39,1,141559.5,1,1,31257.1,1
8351,15709531,Amin,Tariq ,556,Selangor,Male,38,2,114756.14,1,0,193214.05,1
8352,15650751,Mila,Lela,585,Kelantan,Female,30,6,0,2,1,137757.69,1
8353,15641413,Bella,Dania,587,Kelantan,Female,49,7,155393.98,2,0,13308.2,1
8354,15753840,Hiza,Samima,524,Pahang,Female,32,6,0,1,1,132861.9,1
8355,15669994,Zara,Zainab,556,Kelantan,Female,31,1,128663.81,2,0,125083.29,1
8356,15695301,Amin,Khairul,504,Johor,Male,44,4,113522.64,1,1,12405.2,1
8357,15792004,Dania,Asha ,731,Kelantan,Female,26,3,0,2,0,37697.29,1
8358,15603035,Imran ,Tariq ,651,Johor,Male,34,3,0,2,1,105599.65,1
8359,15717286,Bella,Latifa,675,Selangor,Female,40,8,79035.95,1,0,142783.98,1
8360,15577107,Dania,Fiza,657,Johor,Female,22,6,0,3,1,168412.07,0
8361,15754747,Ghani ,Rafi,686,Selangor,Male,33,9,141918.09,2,1,184036.47,0
8362,15705676,Rose,Hawa,690,Johor,Female,35,9,107944.33,2,0,48478.47,0
8363,15751912,Syamsul,Zaid,567,Pahang,Male,36,7,0,2,1,3896.08,0
8364,15677336,Sadiq ,Umar ,557,Selangor,Male,57,1,120043.13,1,0,132370.75,1
8365,15684395,Asha ,Nisha,446,Johor,Female,45,10,125191.69,1,1,128260.86,1
8366,15659949,Abu,Syamsul,850,Pahang,Male,31,1,96399.31,2,0,106534.15,1
8367,15812422,Zaid,Ramli ,637,Kelantan,Male,41,2,0,2,1,102515.42,0
8368,15806941,Khairul,Daniel,499,Kelantan,Male,60,7,76961.6,2,1,83643.87,1
8369,15637690,Zara,Jolie,622,Pahang,Female,34,7,98675.74,1,0,138906.85,1
8370,15632882,Lutfi ,Fauzi ,684,Selangor,Male,37,1,126817.13,2,1,29995.83,1
8371,15807107,Abu,Amri,612,Selangor,Male,32,3,121394.42,1,0,164081.42,1
8372,15661034,Dania,Zara,813,Pahang,Female,29,5,106059.4,1,0,187976.88,0
8373,15811958,Sadiq ,Daud ,850,Pahang,Male,44,2,112755.34,2,0,158171.36,0
8374,15785167,Syamsul,Zaid,795,Selangor,Male,29,4,0,2,0,155711.64,0
8375,15646720,Latifa,Samima,628,Selangor,Female,55,7,0,3,0,85890.75,1
8376,15658614,Jolie,Bella,565,Johor,Female,38,7,145400.69,2,1,83844.79,1
8377,15704657,Umar ,Tariq ,601,Pahang,Male,39,3,72647.64,1,0,41777.9,1
8378,15567147,Imran ,Ramzi ,802,Kelantan,Male,40,4,0,2,1,81908.09,1
8379,15701319,Dania,Dania,614,Kelantan,Female,37,6,96340.81,2,1,139377.24,1
8380,15745266,Fauzi ,Khairul,434,Selangor,Male,55,6,0,1,1,73562.05,0
8381,15650437,Ghani ,Hasan ,522,Kelantan,Male,32,8,124450.36,2,1,165786.1,1
8382,15764314,Ghani ,Fauzi ,550,Selangor,Male,36,2,113877.23,2,0,174921.91,1
8383,15612594,Fauzi ,Ghani ,599,Selangor,Male,25,3,0,2,1,120790.02,1
8384,15593501,Fiza,Nisha,493,Selangor,Female,36,5,148667.81,2,0,56092.51,1
8385,15804150,Abu,Imran ,755,Pahang,Male,34,3,0,2,1,158816.03,1
8386,15649297,Asha ,Latifa,605,Selangor,Female,62,4,111065.93,2,1,125660.99,0
8387,15641110,Daud ,Rafi,708,Kelantan,Male,41,0,0,1,0,128400.62,1
8388,15660608,Ramli ,Zaid,699,Pahang,Male,44,8,158697.61,1,0,107181.22,1
8389,15806570,Dania,Jolie,763,Pahang,Female,53,4,0,1,0,77203.72,1
8390,15715345,Hasan ,Amin,743,Kelantan,Male,25,6,0,2,0,129740.11,1
8391,15755521,Nisha,Dania,660,Selangor,Female,48,0,90044.32,2,1,187604.97,0
8392,15579074,Rafi,Imran ,619,Kelantan,Male,38,10,84651.79,1,1,184754.26,1
8393,15641158,Jamil ,Ramzi ,739,Kelantan,Male,32,3,102128.27,1,0,63981.37,1
8394,15752507,Jamil ,Imran ,769,Pahang,Male,60,9,148846.39,1,0,192831.67,1
8395,15597983,Rafi,Daud ,692,Pahang,Male,69,10,154953.94,1,1,70849.47,1
8396,15586069,Latifa,Nisha,560,Johor,Female,30,0,108883.29,1,0,27914.95,1
8397,15655082,Zara,Zainab,607,Pahang,Female,48,4,112070.86,3,0,173568.3,1
8398,15720155,Amin,Hasan ,630,Pahang,Male,29,6,131354.39,1,1,9324.31,0
8399,15582116,Hawa,Jolie,767,Selangor,Female,45,7,132746.2,2,0,26628.88,1
8400,15749365,Hawa,Salma,543,Pahang,Female,34,8,0,2,1,145601.8,0
8401,15632069,Syamsul,Ghani ,776,Pahang,Male,39,8,125211.55,2,0,144496.07,1
8402,15663134,Jamil ,Amri,535,Kelantan,Male,58,1,0,2,1,11779.98,1
8403,15766683,Abu,Daniel,549,Pahang,Male,36,6,139422.37,1,0,83983.39,0
8404,15707219,Zara,Dwi,844,Johor,Female,28,4,0,2,1,123318.37,0
8405,15709232,Lela,Asha ,586,Kelantan,Female,47,5,157099.47,2,1,65481.86,1
8406,15801351,Tariq ,Imran ,583,Kelantan,Male,40,3,0,2,0,47728,1
8407,15578747,Tariq ,Khairul,701,Kelantan,Male,26,5,83600.24,1,1,59195.05,0
8408,15675626,Imran ,Zaid,726,Johor,Male,28,2,0,1,0,98060.51,0
8409,15583736,Umar ,Rafi,829,Johor,Male,36,4,81795.74,2,0,90106.94,1
8410,15590011,Khairul,Lutfi ,749,Selangor,Male,38,9,129378.32,1,1,13549.34,1
8411,15609913,Ella,Rose,743,Kelantan,Female,46,9,0,1,0,113436.08,1
8412,15719479,Lela,Hawa,619,Pahang,Female,56,7,0,2,1,42442.21,1
8413,15575147,Lutfi ,Fauzi ,699,Selangor,Male,22,9,99339,1,0,68297.61,1
8414,15597309,Zaid,Amin,749,Kelantan,Male,36,7,0,2,0,80134.65,0
8415,15648367,Hiza,Ella,600,Pahang,Female,29,6,74430.1,2,1,96051.1,1
8416,15758031,Fauzi ,Jamil ,760,Pahang,Male,38,3,91241.85,1,1,80682.35,0
8417,15751771,Ghani ,Fauzi ,528,Johor,Male,32,2,99092.45,1,1,111149.98,0
8418,15689288,Bella,Zainab,630,Johor,Female,26,5,0,2,0,182612.38,1
8419,15731026,Dwi,Asha ,683,Pahang,Female,39,2,100062.16,2,0,109201.43,1
8420,15775809,Zainab,Elsa,677,Selangor,Female,26,6,98723.67,1,1,151146.67,0
8421,15743076,Amri,Ramli ,669,Johor,Male,29,9,0,1,1,93901.61,1
8422,15658258,Imran ,Lutfi ,693,Selangor,Male,43,6,128760.32,1,0,36342.79,1
8423,15756321,Ella,Salma,612,Selangor,Female,52,5,144772.69,1,0,98302.57,0
8424,15706799,Amin,Ramli ,719,Selangor,Male,44,4,0,1,0,84972.9,0
8425,15775703,Tariq ,Abu,702,Kelantan,Male,26,2,71281.29,1,1,108747.12,1
8426,15642636,Lutfi ,Tariq ,755,Kelantan,Male,29,9,117035.89,1,1,21862.19,1
8427,15704651,Sadiq ,Sadiq ,514,Selangor,Male,26,1,0,2,0,121551.93,0
8428,15806771,Dwi,Samima,753,Johor,Female,40,0,3768.69,2,0,177065.24,1
8429,15566735,Mila,Nisha,548,Kelantan,Female,36,2,108913.84,2,1,140460.01,1
8430,15681671,Ghani ,Tariq ,850,Selangor,Male,28,2,101100.22,2,1,35337.31,1
8431,15775949,Rose,Jolie,612,Kelantan,Female,38,7,110615.47,1,1,193502.93,1
8432,15586752,Rafi,Hasan ,628,Kelantan,Male,33,8,152143.89,1,1,32174.03,1
8433,15582519,Daud ,Tariq ,479,Kelantan,Male,47,6,121797.09,1,1,5811.9,0
8434,15658233,Lela,Mila,724,Selangor,Female,41,5,109798.25,1,1,149593.61,0
8435,15755330,Umar ,Imran ,512,Pahang,Male,41,7,122403.24,1,1,37439.9,0
8436,15605072,Hiza,Samima,638,Kelantan,Female,43,3,145860.98,1,1,142763.51,1
8437,15617538,Ramli ,Abu,834,Selangor,Male,40,7,0,2,0,45038.74,0
8438,15591428,Imran ,Ramzi ,781,Kelantan,Male,29,9,0,2,0,172097.4,0
8439,15692142,Dania,Dania,707,Johor,Female,48,7,105086.74,1,1,180344.69,1
8440,15692931,Daniel,Amri,670,Kelantan,Male,22,2,114991.45,1,1,37392.56,1
8441,15781127,Zara,Zara,663,Selangor,Female,33,8,96769.04,1,1,36864.05,1
8442,15677136,Samima,Nisha,624,Selangor,Female,23,5,0,2,0,132418.59,0
8443,15677828,Dania,Zara,598,Kelantan,Female,34,4,0,2,0,60894.26,0
8444,15567897,Tariq ,Jamil ,619,Pahang,Male,23,5,132725.1,1,1,143913.33,1
8445,15793641,Ella,Zainab,792,Johor,Female,70,3,0,2,1,172240.27,1
8446,15678333,Asha ,Nisha,683,Kelantan,Female,26,7,0,2,0,86619.77,1
8447,15630511,Salma,Hiza,691,Selangor,Female,33,6,0,2,0,164074.89,1
8448,15792627,Zara,Salma,765,Selangor,Female,33,5,84557.82,1,1,69039.43,1
8449,15717191,Amri,Umar ,508,Johor,Male,49,1,93817.41,2,1,132468.76,1
8450,15625716,Elsa,Jolie,637,Selangor,Female,33,9,113913.53,1,1,65316.5,0
8451,15710053,Bella,Hawa,667,Kelantan,Female,44,5,140406.68,2,1,57164.19,0
8452,15580043,Hiza,Elsa,575,Pahang,Female,22,8,105229.34,1,1,34397.08,1
8453,15601410,Asha ,Dania,744,Selangor,Female,46,1,0,3,1,177431.59,1
8454,15684669,Elsa,Bella,567,Selangor,Female,41,9,137891.35,1,0,142009.46,1
8455,15619083,Dwi,Ella,502,Pahang,Female,35,6,0,2,1,80618.47,1
8456,15692207,Nisha,Rose,609,Johor,Female,53,6,0,2,1,124218.27,1
8457,15730705,Zaid,Khairul,715,Kelantan,Male,37,9,165252.52,1,0,85286.3,1
8458,15749688,Rafi,Lutfi ,541,Kelantan,Male,32,8,0,2,0,40889.14,0
8459,15728542,Nisha,Nisha,850,Kelantan,Female,71,4,0,2,1,107236.87,1
8460,15760063,Ramzi ,Lutfi ,595,Pahang,Male,23,7,0,2,1,168085.97,1
8461,15658982,Zainab,Nisha,650,Pahang,Female,28,5,122034.4,3,1,146663.43,0
8462,15758769,Lela,Mila,625,Selangor,Female,44,7,0,1,0,4791.8,1
8463,15778481,Hasan ,Ramli ,817,Selangor,Male,59,1,118962.58,1,1,120819.58,1
8464,15661162,Abu,Daniel,526,Selangor,Male,49,2,0,1,0,114539.67,1
8465,15568164,Bella,Mila,850,Selangor,Female,34,4,71379.53,2,1,154000.99,1
8466,15601569,Lela,Rose,598,Kelantan,Female,40,2,171178.25,1,0,137980.58,1
8467,15772383,Jamil ,Ramli ,613,Kelantan,Male,36,9,131307.11,1,0,83343.73,0
8468,15667456,Jamil ,Amri,709,Johor,Male,62,3,0,2,1,82195.15,1
8469,15672983,Rose,Lela,678,Johor,Female,27,5,87099.85,2,0,149550.95,1
8470,15799534,Amin,Ramli ,720,Johor,Male,71,5,183135.39,2,1,197688.5,1
8471,15582847,Fauzi ,Daud ,662,Kelantan,Male,26,0,0,2,1,72929.96,0
8472,15612478,Ramzi ,Amin,525,Johor,Male,51,10,0,3,0,171045.35,1
8473,15709621,Abu,Zaid,662,Selangor,Male,31,3,0,2,1,27731.05,0
8474,15802009,Nisha,Tia,770,Selangor,Female,33,6,0,2,1,126131.9,1
8475,15698816,Asha ,Zara,721,Selangor,Female,33,4,72535.45,1,1,103931.49,1
8476,15574830,Daud ,Khairul,633,Pahang,Male,58,2,128137.42,2,0,147635.33,1
8477,15603082,Abu,Daud ,701,Selangor,Male,51,9,0,2,0,61961.57,0
8478,15685947,Hasan ,Daniel,556,Selangor,Male,42,0,115915.53,2,1,125435.47,0
8479,15643048,Rafi,Imran ,639,Pahang,Male,66,0,0,2,1,42240.54,0
8480,15807568,Jamil ,Ghani ,632,Selangor,Male,50,2,0,2,0,57942.88,0
8481,15597591,Amri,Daud ,456,Johor,Male,29,5,107000.49,1,1,153419.62,1
8482,15747558,Jolie,Fiza,729,Johor,Female,38,10,0,2,0,189727.12,1
8483,15756655,Salma,Nisha,632,Kelantan,Female,34,2,0,2,0,165385.55,0
8484,15589949,Umar ,Jamil ,433,Selangor,Male,34,9,152806.74,1,0,19687.99,1
8485,15601012,Asha ,Jolie,802,Pahang,Female,60,3,92887.06,1,0,39473.63,1
8486,15724269,Zaid,Ghani ,670,Selangor,Male,25,7,0,2,1,144723.38,1
8487,15567506,Hiza,Elsa,738,Pahang,Female,40,6,114940.67,2,1,194895.57,1
8488,15791877,Ramzi ,Abu,706,Kelantan,Male,34,0,140641.26,2,1,77271.91,1
8489,15794360,Dwi,Zara,592,Kelantan,Female,70,5,71816.74,2,0,105096.82,1
8490,15686538,Tia,Nisha,522,Selangor,Female,41,7,0,2,1,176780.39,0
8491,15585985,Amri,Lutfi ,746,Johor,Male,48,5,165282.42,1,0,153786.46,1
8492,15699257,Fauzi ,Daniel,651,Pahang,Male,42,2,143145.87,2,0,43612.06,1
8493,15804104,Imran ,Tariq ,494,Selangor,Male,28,9,114731.76,2,1,79479.74,0
8494,15727619,Jolie,Nisha,753,Kelantan,Female,46,9,113909.69,3,0,92320.37,1
8495,15740237,Jamil ,Abu,671,Selangor,Male,36,2,116695.27,1,0,193201.86,0
8496,15801436,Imran ,Zaid,696,Selangor,Male,42,4,0,1,0,126353.13,0
8497,15705735,Abu,Khairul,577,Kelantan,Male,43,3,0,2,1,135008.92,1
8498,15649359,Daud ,Amri,587,Selangor,Male,36,1,0,2,1,17135.6,0
8499,15624892,Abu,Umar ,712,Selangor,Male,37,7,93978.96,2,0,60651.77,1
8500,15784918,Zaid,Ramli ,498,Johor,Male,35,2,121968.11,2,1,188343.05,0
8501,15584785,Syamsul,Khairul,660,Pahang,Male,37,2,97324.91,1,0,23291.83,1
8502,15797197,Ghani ,Ramzi ,678,Pahang,Male,29,6,0,2,0,64443.75,1
8503,15574858,Umar ,Tariq ,530,Johor,Male,37,8,0,2,1,287.99,1
8504,15794101,Latifa,Zara,559,Selangor,Female,48,2,0,2,1,137961.41,0
8505,15743245,Tariq ,Amri,624,Johor,Male,42,3,145155.37,1,0,72169.95,1
8506,15791535,Jamil ,Sadiq ,592,Selangor,Male,28,5,137222.77,1,0,39608.58,0
8507,15605215,Lutfi ,Lutfi ,767,Johor,Male,48,9,0,2,1,175458.21,0
8508,15771749,Salma,Hawa,653,Selangor,Female,38,5,114268.22,2,1,89524.83,1
8509,15616833,Amin,Daud ,678,Pahang,Male,27,2,0,2,1,13221.25,1
8510,15750728,Lela,Bella,586,Pahang,Female,42,2,0,1,0,102889.34,1
8511,15769353,Latifa,Dania,550,Selangor,Female,40,8,150490.32,1,0,166468.21,0
8512,15770091,Ramzi ,Syamsul,643,Kelantan,Male,28,9,160858.13,2,0,27149.27,1
8513,15716420,Umar ,Ramli ,612,Kelantan,Male,39,5,170288.38,1,1,59601.15,1
8514,15740602,Asha ,Nisha,674,Kelantan,Female,27,4,111568.01,1,1,22026.18,0
8515,15796071,Abu,Ramli ,657,Selangor,Male,29,7,83889.03,1,0,153059.62,1
8516,15811389,Fiza,Zainab,724,Kelantan,Female,35,0,171982.95,2,1,167313.07,0
8517,15783875,Rose,Rose,500,Kelantan,Female,34,4,0,2,0,12833.96,1
8518,15671800,Tariq ,Imran ,688,Pahang,Male,20,8,137624.4,2,1,197582.79,1
8519,15677288,Ramzi ,Zaid,599,Pahang,Male,50,3,121159.65,1,0,4033.39,0
8520,15633525,Ghani ,Daud ,631,Selangor,Male,29,7,0,2,1,125877.22,0
8521,15634606,Jamil ,Abu,634,Johor,Male,52,1,0,2,1,176913.42,1
8522,15579207,Hasan ,Amin,545,Kelantan,Male,37,3,91184.01,1,0,105476.65,1
8523,15619892,Sadiq ,Amin,644,Johor,Male,18,8,0,2,0,59172.42,1
8524,15567778,Samima,Dania,690,Kelantan,Female,54,1,144027.8,1,1,108731.02,1
8525,15711750,Elsa,Hawa,711,Kelantan,Female,34,6,0,2,1,175310.38,1
8526,15751084,Zainab,Asha ,712,Pahang,Female,29,8,140170.61,1,1,38170.04,1
8527,15768945,Khairul,Zaid,627,Selangor,Male,27,1,62092.9,1,1,105887.04,1
8528,15586931,Lutfi ,Daniel,694,Johor,Male,39,3,0,1,1,95625.03,1
8529,15636353,Ramzi ,Tariq ,534,Pahang,Male,35,4,0,2,0,9541.15,0
8530,15623858,Daniel,Imran ,603,Selangor,Male,45,9,0,1,0,148516.79,0
8531,15703354,Lela,Mila,808,Kelantan,Female,33,2,103516.87,1,0,113907.8,1
8532,15663987,Fauzi ,Zaid,723,Pahang,Male,30,1,0,3,0,164647.72,1
8533,15780805,Samima,Samima,585,Pahang,Female,35,2,0,2,0,98621.04,1
8534,15768566,Fauzi ,Khairul,706,Johor,Male,34,8,0,2,1,37479.97,1
8535,15643229,Zainab,Jolie,671,Johor,Female,31,6,0,2,1,15846.42,1
8536,15754940,Amri,Khairul,597,Johor,Male,43,2,85162.26,1,1,5104.08,0
8537,15676576,Hiza,Salma,646,Kelantan,Female,43,8,143061.88,1,0,61937.6,1
8538,15800068,Fiza,Hawa,801,Selangor,Female,46,6,0,2,1,170008.74,1
8539,15648030,Rose,Fiza,731,Pahang,Female,33,5,137388.01,2,0,165000.68,1
8540,15668594,Jolie,Latifa,620,Pahang,Female,25,1,137712.01,1,1,76197.05,1
8541,15728709,Amin,Ghani ,484,Pahang,Male,40,7,106901.42,2,0,118045.98,0
8542,15724181,Hasan ,Ghani ,647,Selangor,Male,47,5,105603.21,2,1,157360.9,1
8543,15647546,Hiza,Jolie,688,Pahang,Female,40,8,150679.71,2,1,196226.38,0
8544,15702601,Daniel,Amri,680,Selangor,Male,30,4,108300.27,2,1,44384.57,0
8545,15567725,Dwi,Zainab,689,Johor,Female,46,7,52016.08,2,1,72993.65,1
8546,15674179,Abu,Daud ,513,Selangor,Male,34,7,60515.13,1,0,124571.09,0
8547,15686957,Abu,Daud ,553,Johor,Male,35,2,158584.28,2,0,43640.16,1
8548,15607690,Zaid,Amri,689,Pahang,Male,47,2,118812.5,2,0,31121.42,0
8549,15806546,Lutfi ,Daud ,517,Johor,Male,46,4,0,1,0,22372.78,1
8550,15632850,Khairul,Ramzi ,731,Johor,Male,37,8,0,2,1,170338.35,1
8551,15709016,Zainab,Dania,687,Kelantan,Female,47,1,91219.29,1,0,158845.49,0
8552,15638068,Sadiq ,Jamil ,507,Selangor,Male,32,7,0,2,0,67926.18,1
8553,15749345,Rose,Asha ,468,Selangor,Female,22,1,76318.64,1,1,194783.12,1
8554,15791321,Lela,Hiza,682,Selangor,Female,58,4,0,1,0,176036.01,1
8555,15699095,Hiza,Salma,603,Kelantan,Female,24,3,0,1,1,198826.03,1
8556,15638329,Lutfi ,Syamsul,522,Kelantan,Male,25,1,111432.13,1,1,168683.57,1
8557,15575445,Sadiq ,Syamsul,629,Selangor,Male,41,10,150148.51,1,0,6936.27,0
8558,15752622,Latifa,Salma,729,Selangor,Female,32,7,38550.06,1,1,179230.23,0
8559,15774507,Elsa,Elsa,574,Johor,Female,39,5,119013.86,1,0,103421.91,1
8560,15570857,Mila,Salma,677,Kelantan,Female,39,0,111213.64,2,1,147578.26,1
8561,15599386,Lutfi ,Fauzi ,627,Kelantan,Male,28,5,71097.23,1,1,130504.49,1
8562,15744913,Abu,Khairul,788,Johor,Male,36,10,109632.85,1,1,16149.13,1
8563,15647292,Hasan ,Fauzi ,697,Selangor,Male,63,7,148368.02,1,0,118862.08,0
8564,15728838,Amin,Sadiq ,578,Johor,Male,45,1,148600.91,1,0,143397.14,1
8565,15584704,Amin,Jamil ,519,Selangor,Male,48,10,71083.98,1,0,137959,1
8566,15749068,Mila,Samima,632,Pahang,Female,40,9,139625.34,1,0,93702.96,1
8567,15622985,Lela,Hiza,679,Pahang,Female,39,4,0,1,0,172939.3,0
8568,15587676,Jamil ,Ghani ,699,Selangor,Male,30,9,0,1,1,108162.13,1
8569,15779496,Fauzi ,Hasan ,615,Kelantan,Male,64,0,81564.1,2,1,35896.09,0
8570,15733460,Ramli ,Tariq ,622,Kelantan,Male,36,9,0,2,1,104852.6,1
8571,15711457,Elsa,Rose,755,Pahang,Female,28,7,124540.28,1,1,188850.89,0
8572,15795290,Nisha,Salma,767,Kelantan,Female,42,2,133616.39,1,0,28615.8,1
8573,15611223,Latifa,Asha ,752,Johor,Female,38,10,101648.5,2,0,172001.44,1
